id,title,slug,type,categories,info,latitude,longitude,city_location,branch_id,cash_in,atm_currencies,date
4203,ATM GANJLIK MALL,atm-genclik-mall_3846,atm,atms,"Baku, Fatali Khan Khoyski str, 14",40.400135,49.8503643,baku,,1,azn usd eur,2024-02-09 19:24:00
4206,ATM AZADLIG BRANCH,atm-azadliq_3805,atm,atms,"Baku, Azadlig ave, 120",40.3894423,49.8428859,baku,,1,azn usd eur,2024-01-10 10:34:00
4205,ATM HO DIGITAL 2,atm-ho-digital-2_3799,atm,atms,"Baku, Khagani str, 21",40.3730532,49.8445391,baku,,1,azn usd eur,2024-01-09 18:18:00
4204,ATM HO DIGITAL 1,atm-ho-digital-1_3797,atm,atms,"Baku, Kjagani str,21",40.3730532,49.8445391,baku,,1,azn usd eur,2024-01-09 18:06:00
4158,ATM Narimanov branch,atm-nerimanov_3794,atm,atms,"Baku city, Agha Neymatulla street, 38",40.395278,49.882222,baku,,1,azn usd eur,2024-01-09 18:01:00
4153,ATM Khirdalan branch,atm-xirdalan-filiali_2934,atm,atms,"Absheron district, Khirdalan city, M.Guseynzade street, 1",40.448611,49.756389,regions,,1,azn usd eur,2022-12-28 20:21:00
1423,ATM Deniz Mall,atm-deniz-mall_1421,atm,atms,"Baku city, Neftchilar ave, 26A - Deniz Mall (Caspian Waterfront Mall)",40.3582772,49.8330659,baku,,1,azn usd eur,2021-11-11 20:02:00
844,ATM Ganja branch,atm-gence_518,atm,atms,"Ganja city, Haydar Aliyev ave, 94",40.682778,46.360556,regions,,1,azn usd eur,2019-08-09 16:33:00
867,ATM Sumqayit,atm-sumqayit_513,atm,atms,"Address: Sumgait city, 45th quarter, N. Narimanov str, 1",40.589722,49.668611,regions,,1,azn usd eur,2019-08-09 16:28:00
872,ATM Yasamal branch,atm-yasamal_489,atm,atms,"Baku city, Sharifzade street, 75A",40.38445298840345,49.80322911663734,baku,,1,,2019-08-09 15:48:00
835,ATM Head Office 3,atm-bas-ofis-3_486,atm,atms,"Baku, Khagani str, 21",40.3730532,49.8445391,baku,,1,azn usd,2019-08-09 15:44:00
852,ATM MetroPark,atm-metropark_484,atm,atms,"Baku, Tabriz str, 44",40.4032229,49.8721907,baku,,1,azn usd eur,2019-08-09 15:41:00
814,ATM 28 Mall,atm-28-mall_480,atm,atms,"Address: Baku, intersection of Azadlig Avenue and Fizuli Street",40.379125297311056,49.8457673192024,baku,,1,azn usd eur,2019-08-09 13:27:00
854,ATM Neftchilar branch,atm-neftciler_477,atm,atms,"Baku city, G. Garayev Ave. 61C",40.4135778,49.9414256,baku,,1,azn usd eur,2019-08-09 13:17:00
851,ATM Memar Ajemi branch,atm-memar-ecemi_474,atm,atms,"Baku city, Ali Mustafayev str. 24",40.4055418,49.8148558,baku,,1,azn usd eur,2019-08-09 13:08:00
856,"ATM ""Nasimi"" Branch",atm-nesimi_473,atm,atms,"Baku city, D. Aliyeva street. 243",40.3773197,49.8164438,baku,,1,azn usd eur,2019-08-09 13:07:00
833,ATM Head Office 3,atm-bas-ofis_471,atm,atms,,40.37351551662288,49.84465450048447,baku,,1,,2019-08-09 13:00:00
831,ATM Bakixanov branch,atm-bakixanov_470,atm,atms,"Baku city, Bakikhanov settlement, Ganjlik street, 126 C",40.4127524,49.9680814,baku,,1,azn usd,2019-08-09 12:58:00
855,ATM Nizami branch,atm-nerimanov-filiali_469,atm,atms,"Address: Baku city, at the intersection of J. Jabbarli and Ziverbyay Akhmedbyaev streets",40.3856365,49.8284181,baku,,1,azn usd eur,2019-08-09 12:55:00
824,ATM Azneft branch,atm-azneft_467,atm,atms,"Baku city, Neftchilar avenue, 67",40.361008,49.834104,baku,,1,azn usd eur,2019-08-09 12:50:00
876,ATM Ahmedli,atm-ehmedli_466,atm,atms,"Baku city, Ahmedli settlement, Muhammad Hadi street",40.3851613,49.9543046,baku,,1,azn usd,2019-08-08 15:35:00
